trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.4535961214255773}",20,0,-71.63587504513804,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.4518128007017902}",20,0,-10.154770271204793,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
552,False,"{'a': 0.5, 'e': 0.45002767272740274}",25,13,-1.605171745556681,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.4482407446429244}",20,0,-5.354672148693571,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.4464520235960651}",20,1,12.776534128594069,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.44466151674170673}",35,15,13.406940073787787,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.4428692312418743}",20,15,-1.9303186461922683,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.44107517426570736}",20,6,-20.333245364780236,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.43927935298943144}",20,0,-2.348631235049247,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.4374817745963293}",25,0,3.6061276166108125,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.43568244627671204}",25,0,-151.76029421835145,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
561,False,"{'a': 0.5, 'e': 0.43388137522789066}",20,16,7.878399086216259,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.4320785686541468}",20,3,-37.89366164528373,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
563,False,"{'a': 0.5, 'e': 0.4302740337667045}",20,14,10.94404756998314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.42846777778370077}",25,0,-111.81263146314267,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.42665980793015723}",20,0,2.921630371330137,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.4248501314379508}",30,0,-2.500078373606593,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.42303875554578513}",20,0,0.43948925839925534,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.42122568749916134}",20,2,-79.60554571014492,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
569,False,"{'a': 0.5, 'e': 0.4194109345503491}",25,0,-74.47513764907549,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.41759450395835795}",30,12,18.366974374954534,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.4157764029889078}",20,3,-85.71894221438849,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
572,False,"{'a': 0.5, 'e': 0.4139566389144}",20,4,-0.7805399032400075,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.4121352190138885}",25,0,-32.305657375541436,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.4103121505730504}",30,20,-6.938911470944387,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,0,-46.95279516613295,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
576,False,"{'a': 0.5, 'e': 0.40666109724604504}",25,0,2.405514358495033,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.4048331269640863}",20,14,-17.558790510851765,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.4030035373501593}",20,10,-20.9310759367321,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.4011723357226203}",20,0,1.0962072738775444,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.3993395294062732}",20,0,-9.500065074505798,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.397505125732341}",20,0,-34.1826801958901,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
582,False,"{'a': 0.5, 'e': 0.39566913203843584}",20,0,1.048328430399712,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
583,False,"{'a': 0.5, 'e': 0.3938315556685301}",25,0,-17.2923659089951,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
584,False,"{'a': 0.5, 'e': 0.39199240397292684}",25,0,-116.5565524085015,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.3901516843082303}",20,0,25.356029723359637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.5, 'e': 0.38830940403731673}",20,0,-48.247417900427685,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.38646557052930475}",35,3,-15.395365125405768,"{0: 27, 1: 3, 2: 0, 3: 2, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.38462019115952595}",20,0,-81.47854270691583,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
589,False,"{'a': 0.5, 'e': 0.3827732733094953}",25,0,-42.47221251333434,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
590,False,"{'a': 0.5, 'e': 0.3809248243668818}",25,3,-8.563958730838506,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.5, 'e': 0.3790748517254788}",20,8,11.35343199608594,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.37722336278517427}",20,13,-28.54434052502052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.5, 'e': 0.37537036495192155}",25,0,-78.52251174223683,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
594,False,"{'a': 0.5, 'e': 0.37351586563770955}",20,12,1.9122905695771228,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.371659872260533}",30,15,19.67753402952763,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.36980239224436295}",25,2,15.494779430001337,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.36794343301911697}",20,9,-8.118345105365592,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.36608300202062954}",20,11,-24.81844907444903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
599,False,"{'a': 0.5, 'e': 0.36422110669062213}",25,13,-19.504716585398185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
600,False,"{'a': 0.5, 'e': 0.3623577544766736}",30,0,-31.218524722235276,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.3604929528321903}",30,4,-29.209204915536144,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
602,False,"{'a': 0.5, 'e': 0.35862670921637635}",20,0,-6.811103883225204,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.35675903109420365}",20,0,-31.366320925643294,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
604,False,"{'a': 0.5, 'e': 0.3548899259363823}",20,0,-0.41111898738869934,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
605,False,"{'a': 0.5, 'e': 0.35301940121933034}",20,0,-21.05627908819271,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
606,False,"{'a': 0.5, 'e': 0.3511474644251443}",30,12,20.264767628774422,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.34927412304156863}",25,9,-27.430588232859247,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.34739938456196656}",20,0,-13.175000211607921,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
609,False,"{'a': 0.5, 'e': 0.3455232564852894}",20,0,1.6895725033364988,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
610,False,"{'a': 0.5, 'e': 0.34364574631604705}",20,11,-4.5221937921572435,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.3417668615642776}",25,0,-64.36087302495847,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
612,False,"{'a': 0.5, 'e': 0.3398866097455176}",35,19,-27.126793738721254,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.5, 'e': 0.33800499838077175}",20,9,-30.977594558035452,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
614,False,"{'a': 0.5, 'e': 0.3361220349964831}",20,14,-11.8666986687867,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,12,15.188053668851321,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.33235208230205926}",30,24,11.214245980024172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.33046510807172985}",20,8,16.39268941016028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.3285768119814088}",25,7,7.760733935995305,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.3266872015842779}",20,9,14.764950512110364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,7,10.256215061070396,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.3229040681085699}",25,0,22.241970402454193,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.32101056016252166}",25,8,5.834132466271716,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.31911576817466075}",25,6,35.647236459616586,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,17,7.0909671994695325,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.3153223623952687}",20,8,-11.029591950440532,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.3134237637773555}",20,9,-0.9243228386038032,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.31152391146480507}",20,5,9.910716028501477,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.3096228130570242}",20,8,21.766685628788892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.3077204761584039}",25,11,0.8982524708878867,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.3058169083782893}",25,5,-21.171469492998504,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.3039121173309489}",20,6,3.9172001417662465,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.30200611063554444}",20,6,-7.947318364547645,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,2,-26.591557374993762,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
634,False,"{'a': 0.5, 'e': 0.2981904808014722}",20,5,24.585689298659208,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.2962808729253187}",30,20,-17.42466080175954,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.29437007992606856}",25,15,-1.7794559772393035,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.29245810944689116}",20,3,-74.79487573138313,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
638,False,"{'a': 0.5, 'e': 0.29054496913566596}",25,6,-14.135132255802787,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.2886306666449516}",20,16,3.536584135554217,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.28671520963195546}",25,0,20.511253370527463,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.28479860575850313}",20,2,24.84209026682046,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.2828808626910075}",20,5,-68.3219499603139,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
643,False,"{'a': 0.5, 'e': 0.28096198810043826}",20,10,5.47201425262392,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.2790419896622912}",20,12,14.880453133723234,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.2771208750565576}",20,4,-37.00655313004631,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.2751986519676933}",20,2,15.700260206457937,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.273275328084588}",20,14,11.143072836195898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.2713509111005347}",25,11,-2.1726135022923803,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.26942540871319887}",20,12,9.038109879594403,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.26749882862458735}",20,12,0.4141564228243604,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.265571178541018}",30,11,-13.158527322855523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.2636424661730887}",25,3,26.489131226871038,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.2617126992356461}",25,0,-6.18118854023937,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.25978188544775555}",20,11,15.777066211675765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.2578500325326696}",20,9,20.959310946487086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.2559171482177973}",20,0,-38.90899245017938,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
657,False,"{'a': 0.5, 'e': 0.2539832402346734}",25,0,-38.74020728090455,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
658,False,"{'a': 0.5, 'e': 0.25204831631892716}",25,0,25.53394885759817,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.25011238421025167}",25,17,16.652385003590915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,0,8.012076491141483,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.24623752639301838}",20,12,-24.522559629849656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.5, 'e': 0.24429861618388662}",25,0,16.10744884926726,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.24235872878061585}",25,4,-41.15687545499931,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.2404178719427531}",20,1,19.128931420893952,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,0,-9.037727726727603,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
666,False,"{'a': 0.5, 'e': 0.2365332810207974}",25,16,16.562814602591306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.23458956247506296}",20,10,14.95921567455564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.23264490557139142}",25,0,-0.7464075572860109,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.23069931808840777}",25,4,31.023387452147198,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.22875280780845939}",25,15,8.134743652353004,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.22680538251758475}",25,5,-22.911541277811935,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.5, 'e': 0.22485705000548248}",25,17,15.178562683190094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.22290781806547996}",20,14,10.985858365950811,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.22095769449450242}",20,16,9.438941724361214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.2190066870930415}",30,13,-15.40555808131811,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.2170548036651242}",20,10,6.101969484729749,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.21510205201828167}",20,0,-13.244853105246072,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.21314843996351784}",20,9,17.960014632966278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.2111939753152784}",20,9,22.862482319927896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.20923866589141926}",25,11,18.817831801496087,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.20728251951317553}",25,8,9.134591771399343,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.20532554400513015}",20,0,-34.12696599700726,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
683,False,"{'a': 0.5, 'e': 0.2033677471951825}",20,9,6.358435546664923,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.20140913691451723}",25,9,-22.322586360125378,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
685,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,2,-6.407856766516355,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.19748950728201042}",20,16,9.365756064627742,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.19552850360868218}",25,18,13.703681080234526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.1935667178216002}",25,0,16.55392077179194,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.19160415776790501}",25,14,18.36956103700656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,14,11.803180130773724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.18767674626469114}",30,11,13.127947349193064,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.1857119105248132}",25,9,2.3455951408298867,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.18374633193754078}",25,0,31.516799064630074,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.18178001836518562}",25,6,23.32457296267847,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.17981297767299934}",20,15,-15.376500517841473,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.17784521772914214}",25,8,7.461241770938269,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.17587674640465115}",20,8,20.542005817811702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.17390757157340905}",30,15,8.213874673871436,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.1719377011121125}",25,19,12.07926435754593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.16996714290024081}",25,18,10.574608212751816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.1679959048200241}",30,19,-33.70327155089808,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
702,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,5,27.49769197843974,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.16405142059704247}",30,4,21.69932256980389,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.1620781902322094}",20,13,1.2298859094923207,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.16010431155483126}",30,13,5.247501366670037,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.1581297924604204}",20,0,4.40800412453383,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
707,False,"{'a': 0.5, 'e': 0.15615464084705052}",25,16,7.9534664805663,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.15417886461532546}",20,9,21.43736503837666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.15220247166834752}",20,9,17.779141329842417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.15022546991168584}",30,20,20.417405861542345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.14824786725334482}",20,6,3.796432282748321,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.14626967160373244}",20,9,19.42767726412307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.14429089087562866}",25,0,32.31870636156177,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.5, 'e': 0.14231153298415378}",30,16,-11.31926156532603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
715,False,"{'a': 0.5, 'e': 0.1403316058467367}",20,10,17.63392562825175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.13835111738308337}",20,7,-4.09626219767752,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.13637007551514496}",25,9,14.143657595227788,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.13438848816708632}",25,16,16.327326368797785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.13240636326525418}",25,13,-24.084366478097504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
720,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,11,0.8461067129628235,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.12844053251637583}",35,3,24.621409111827184,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.12645684253264733}",30,0,2.3567606368273326,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
723,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,12,14.592645249515577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.12248795302036633}",30,18,-6.672406500527943,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.1205027693673666}",30,0,2.4249372320411755,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.11851710370345009}",20,0,25.297524382726834,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.5, 'e': 0.11653096397127677}",25,16,6.766467816474175,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.11454435811540295}",35,15,25.99961778415669,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11255729408224939}",20,0,-23.768185760685547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
730,False,"{'a': 0.5, 'e': 0.11056977982006957}",35,26,17.367472811872528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.10858182327891791}",30,14,29.693322811569193,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.10659343241061792}",35,24,5.6501746737536145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.10460461516873039}",25,7,15.349963186802283,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
